id,move_id,account_id,partner_id,date,name,debit,credit,balance,currency_id,analytic_distribution,reconciled
893,"[302, 'PBNK1/2026/00033 (GASTO DE MTTO)']","[135, '102.01.01 BBVA CTA.7934 MX']","[60, 'Cristhian Daniel Vasquez Gutierrez']",2026-07-01,Manual Payment: GASTO DE MTTO,0.0,17876.72,-17876.72,"[33, 'MXN']",False,False
894,"[302, 'PBNK1/2026/00033 (GASTO DE MTTO)']","[80, '201.01.01 REFACCIONARIA INDUSTRIAL LAMUÑO HNOS. SA DE CV']","[60, 'Cristhian Daniel Vasquez Gutierrez']",2026-07-01,Manual Payment: GASTO DE MTTO,17876.72,0.0,17876.72,"[33, 'MXN']",False,False
917,"[317, 'Borrador de factura INV/2026/00039 (S00050)']","[112, '401.01.01 VENTAS TRANSFORMACION']","[982, 'ARCA WORLD WIDE INC.']",2026-07-01,"Laminas VERACRUZ STD (Con acabado) (CC, BRILLADO, MASILLA)",0.0,31690.72,-31690.72,"[1, 'USD']",False,False
918,"[317, 'Borrador de factura INV/2026/00039 (S00050)']","[3801, '105.02.12 ARCA WORLD WIDE INC.']","[982, 'ARCA WORLD WIDE INC.']",2026-07-01,S00050 - INV/2026/00039,31690.72,0.0,31690.72,"[1, 'USD']",False,False
899,"[304, 'FACTU/2026/07/0007 (Gasto de mantenimiento)']","[9772, '5001.21.02 MANTENIMIENTO CORRECTIVO']","[60, 'Cristhian Daniel Vasquez Gutierrez']",2026-07-01,Vasquez Gutierrez Cristhian Daniel: Gasto de mantenimiento,25000.0,0.0,25000.0,"[33, 'MXN']",{'2': 100.0},False
900,"[304, 'FACTU/2026/07/0007 (Gasto de mantenimiento)']","[80, '201.01.01 REFACCIONARIA INDUSTRIAL LAMUÑO HNOS. SA DE CV']","[60, 'Cristhian Daniel Vasquez Gutierrez']",2026-07-01,False,0.0,25000.0,-25000.0,"[33, 'MXN']",False,True
877,"[295, 'FACTU/2026/07/0006 (GASTO DE MTTO)']","[9772, '5001.21.02 MANTENIMIENTO CORRECTIVO']","[60, 'Cristhian Daniel Vasquez Gutierrez']",2026-07-01,Vasquez Gutierrez Cristhian Daniel: GASTO DE MTTO,17656.02,0.0,17656.02,"[33, 'MXN']","{'2': 50.0, '6': 50.0}",False
878,"[295, 'FACTU/2026/07/0006 (GASTO DE MTTO)']","[9772, '5001.21.02 MANTENIMIENTO CORRECTIVO']","[60, 'Cristhian Daniel Vasquez Gutierrez']",2026-07-01,RESICO,220.7,0.0,220.7,"[33, 'MXN']","{'2': 50.0, '6': 50.0}",False
879,"[295, 'FACTU/2026/07/0006 (GASTO DE MTTO)']","[80, '201.01.01 REFACCIONARIA INDUSTRIAL LAMUÑO HNOS. SA DE CV']","[60, 'Cristhian Daniel Vasquez Gutierrez']",2026-07-01,False,0.0,17876.72,-17876.72,"[33, 'MXN']",False,False
874,"[294, 'FACTU/2026/07/0005 (GASTO DE MTTO)']","[9772, '5001.21.02 MANTENIMIENTO CORRECTIVO']","[60, 'Cristhian Daniel Vasquez Gutierrez']",2026-07-01,Vasquez Gutierrez Cristhian Daniel: GASTO DE MTTO,17656.02,0.0,17656.02,"[33, 'MXN']","{'2': 50.0, '6': 50.0}",False
875,"[294, 'FACTU/2026/07/0005 (GASTO DE MTTO)']","[9772, '5001.21.02 MANTENIMIENTO CORRECTIVO']","[60, 'Cristhian Daniel Vasquez Gutierrez']",2026-07-01,RESICO,220.7,0.0,220.7,"[33, 'MXN']","{'2': 50.0, '6': 50.0}",False
876,"[294, 'FACTU/2026/07/0005 (GASTO DE MTTO)']","[80, '201.01.01 REFACCIONARIA INDUSTRIAL LAMUÑO HNOS. SA DE CV']","[60, 'Cristhian Daniel Vasquez Gutierrez']",2026-07-01,False,0.0,17876.72,-17876.72,"[33, 'MXN']",False,False
871,"[293, 'FACTU/2026/07/0004 (GASTO DE MTTO)']","[9772, '5001.21.02 MANTENIMIENTO CORRECTIVO']","[60, 'Cristhian Daniel Vasquez Gutierrez']",2026-07-01,Vasquez Gutierrez Cristhian Daniel: GASTO DE MTTO,17656.02,0.0,17656.02,"[33, 'MXN']","{'2': 50.0, '6': 50.0}",False
872,"[293, 'FACTU/2026/07/0004 (GASTO DE MTTO)']","[9772, '5001.21.02 MANTENIMIENTO CORRECTIVO']","[60, 'Cristhian Daniel Vasquez Gutierrez']",2026-07-01,RESICO,220.7,0.0,220.7,"[33, 'MXN']","{'2': 50.0, '6': 50.0}",False
873,"[293, 'FACTU/2026/07/0004 (GASTO DE MTTO)']","[80, '201.01.01 REFACCIONARIA INDUSTRIAL LAMUÑO HNOS. SA DE CV']","[60, 'Cristhian Daniel Vasquez Gutierrez']",2026-07-01,False,0.0,17876.72,-17876.72,"[33, 'MXN']",False,False
868,"[292, 'FACTU/2026/07/0003 (GASTO DE MTTO)']","[9772, '5001.21.02 MANTENIMIENTO CORRECTIVO']","[60, 'Cristhian Daniel Vasquez Gutierrez']",2026-07-01,Vasquez Gutierrez Cristhian Daniel: GASTO DE MTTO,100.0,0.0,100.0,"[33, 'MXN']","{'2': 50.0, '6': 50.0}",False
869,"[292, 'FACTU/2026/07/0003 (GASTO DE MTTO)']","[71, '119.01.01 IVA POR ACREDITAR']","[60, 'Cristhian Daniel Vasquez Gutierrez']",2026-07-01,16%,16.0,0.0,16.0,"[33, 'MXN']",False,False
870,"[292, 'FACTU/2026/07/0003 (GASTO DE MTTO)']","[80, '201.01.01 REFACCIONARIA INDUSTRIAL LAMUÑO HNOS. SA DE CV']","[60, 'Cristhian Daniel Vasquez Gutierrez']",2026-07-01,False,0.0,116.0,-116.0,"[33, 'MXN']",False,False
865,"[291, 'FACTU/2026/07/0002 (GASTO DE MTTO)']","[9772, '5001.21.02 MANTENIMIENTO CORRECTIVO']","[60, 'Cristhian Daniel Vasquez Gutierrez']",2026-07-01,Vasquez Gutierrez Cristhian Daniel: GASTO DE MTTO,86.21,0.0,86.21,"[33, 'MXN']","{'2': 50.0, '6': 50.0}",False
866,"[291, 'FACTU/2026/07/0002 (GASTO DE MTTO)']","[71, '119.01.01 IVA POR ACREDITAR']","[60, 'Cristhian Daniel Vasquez Gutierrez']",2026-07-01,16%,13.79,0.0,13.79,"[33, 'MXN']",False,False
867,"[291, 'FACTU/2026/07/0002 (GASTO DE MTTO)']","[80, '201.01.01 REFACCIONARIA INDUSTRIAL LAMUÑO HNOS. SA DE CV']","[60, 'Cristhian Daniel Vasquez Gutierrez']",2026-07-01,False,0.0,100.0,-100.0,"[33, 'MXN']",False,False
862,"[290, 'FACTU/2026/07/0001 (GASTO DE MTTO)']","[9772, '5001.21.02 MANTENIMIENTO CORRECTIVO']","[60, 'Cristhian Daniel Vasquez Gutierrez']",2026-07-01,Vasquez Gutierrez Cristhian Daniel: GASTO DE MTTO,84.0,0.0,84.0,"[33, 'MXN']","{'2': 50.0, '6': 50.0}",False
863,"[290, 'FACTU/2026/07/0001 (GASTO DE MTTO)']","[71, '119.01.01 IVA POR ACREDITAR']","[60, 'Cristhian Daniel Vasquez Gutierrez']",2026-07-01,16%,13.44,0.0,13.44,"[33, 'MXN']",False,False
864,"[290, 'FACTU/2026/07/0001 (GASTO DE MTTO)']","[80, '201.01.01 REFACCIONARIA INDUSTRIAL LAMUÑO HNOS. SA DE CV']","[60, 'Cristhian Daniel Vasquez Gutierrez']",2026-07-01,False,0.0,97.44,-97.44,"[33, 'MXN']",False,False
915,"[316, 'CBMX/2026/07/0002 (ANT/2026/00002)']","[134, '899.01.99 Base Imponible de Impuestos en Base a Flujo de Efectivo']","[982, 'ARCA WORLD WIDE INC.']",2026-07-01,ANT/2026/00002 - PBNK7/2026/00001,25000.0,0.0,25000.0,"[1, 'USD']",False,False
916,"[316, 'CBMX/2026/07/0002 (ANT/2026/00002)']","[134, '899.01.99 Base Imponible de Impuestos en Base a Flujo de Efectivo']","[982, 'ARCA WORLD WIDE INC.']",2026-07-01,ANT/2026/00002 - PBNK7/2026/00001,0.0,25000.0,-25000.0,"[1, 'USD']",False,False
895,"[303, 'CBMX/2026/07/0001 (FACTU/2026/06/0007)']","[134, '899.01.99 Base Imponible de Impuestos en Base a Flujo de Efectivo']","[60, 'Cristhian Daniel Vasquez Gutierrez']",2026-07-01,FACTU/2026/06/0007 - PBNK1/2026/00033,0.0,15410.97,-15410.97,"[33, 'MXN']","{'2': 50.0, '6': 50.0}",False
896,"[303, 'CBMX/2026/07/0001 (FACTU/2026/06/0007)']","[134, '899.01.99 Base Imponible de Impuestos en Base a Flujo de Efectivo']","[60, 'Cristhian Daniel Vasquez Gutierrez']",2026-07-01,FACTU/2026/06/0007 - PBNK1/2026/00033,15410.97,0.0,15410.97,"[33, 'MXN']","{'2': 50.0, '6': 50.0}",False
897,"[303, 'CBMX/2026/07/0001 (FACTU/2026/06/0007)']","[71, '119.01.01 IVA POR ACREDITAR']","[60, 'Cristhian Daniel Vasquez Gutierrez']",2026-07-01,16%,0.0,2465.75,-2465.75,"[33, 'MXN']",False,True
898,"[303, 'CBMX/2026/07/0001 (FACTU/2026/06/0007)']","[67, '118.01.01 IVA ACREDITABLE NACIONAL']","[60, 'Cristhian Daniel Vasquez Gutierrez']",2026-07-01,16%,2465.75,0.0,2465.75,"[33, 'MXN']",False,False
913,"[315, 'CAMBI/2026/07/0001']","[3801, '105.02.12 ARCA WORLD WIDE INC.']","[982, 'ARCA WORLD WIDE INC.']",2026-07-01,Diferencia en tasa de cambio de moneda,0.0,412632.5,-412632.5,"[1, 'USD']",False,True
914,"[315, 'CAMBI/2026/07/0001']","[131, '701.01.01 Pérdida cambiaria']","[982, 'ARCA WORLD WIDE INC.']",2026-07-01,Diferencia en tasa de cambio de moneda,412632.5,0.0,412632.5,"[1, 'USD']",False,False
909,"[313, 'ANT/2026/00002']","[4036, '206.02.10 ARCA WORLD WIDE INC.']","[982, 'ARCA WORLD WIDE INC.']",2026-07-01,ANTICIPO DEL BIEN O SERVICIO,0.0,437632.5,-437632.5,"[1, 'USD']",False,False
910,"[313, 'ANT/2026/00002']","[3801, '105.02.12 ARCA WORLD WIDE INC.']","[982, 'ARCA WORLD WIDE INC.']",2026-07-01,ANT/2026/00002,437632.5,0.0,437632.5,"[1, 'USD']",False,False
852,"[285, 'PBNK6/2026/00001 (FACTU/2026/06/0006)']","[3700, '102.02.02 BBVA CTA.7713 USD']","[96, 'Abrasivos Sola Mex, S.A. de C.V.']",2026-06-30,Pago manual: FACTU/2026/06/0006,0.0,5000.0,-5000.0,"[1, 'USD']",False,False
853,"[285, 'PBNK6/2026/00001 (FACTU/2026/06/0006)']","[80, '201.01.01 REFACCIONARIA INDUSTRIAL LAMUÑO HNOS. SA DE CV']","[96, 'Abrasivos Sola Mex, S.A. de C.V.']",2026-06-30,Pago manual: FACTU/2026/06/0006,5000.0,0.0,5000.0,"[1, 'USD']",False,True
845,"[282, 'INV/2026/00038']","[112, '401.01.01 VENTAS TRANSFORMACION']","[1099, 'MARMOLES PUENTE S DE RL DE CV']",2026-06-30,False,0.0,4700000.0,-4700000.0,"[1, 'USD']",{'5': 100.0},False
846,"[282, 'INV/2026/00038']","[89, '209.01.01 IVA POR COBRAR']","[1099, 'MARMOLES PUENTE S DE RL DE CV']",2026-06-30,16%,0.0,752000.0,-752000.0,"[1, 'USD']",False,False
847,"[282, 'INV/2026/00038']","[3731, '105.01.24 MARMOLES PUENTE, SA DE CV']","[1099, 'MARMOLES PUENTE S DE RL DE CV']",2026-06-30,INV/2026/00038,5452000.0,0.0,5452000.0,"[1, 'USD']",False,False
848,"[284, 'FACTU/2026/06/0006']","[4119, '504.01.07 ABRASIVOS Y RESINAS']","[96, 'Abrasivos Sola Mex, S.A. de C.V.']",2026-06-30,ABRASIVOS,175000.0,0.0,175000.0,"[1, 'USD']",False,False
849,"[284, 'FACTU/2026/06/0006']","[80, '201.01.01 REFACCIONARIA INDUSTRIAL LAMUÑO HNOS. SA DE CV']","[96, 'Abrasivos Sola Mex, S.A. de C.V.']",2026-06-30,False,0.0,203000.0,-203000.0,"[1, 'USD']",False,False
851,"[284, 'FACTU/2026/06/0006']","[71, '119.01.01 IVA POR ACREDITAR']","[96, 'Abrasivos Sola Mex, S.A. de C.V.']",2026-06-30,16%,28000.0,0.0,28000.0,"[1, 'USD']",False,False
838,"[280, 'Borrador de factura FACTU/2026/06/0005']","[4182, '602.84.01 EMPAQUES Y EMBALAJES']","[96, 'Abrasivos Sola Mex, S.A. de C.V.']",2026-06-30,False,0.0,0.0,0.0,"[1, 'USD']",False,False
839,"[280, 'Borrador de factura FACTU/2026/06/0005']","[80, '201.01.01 REFACCIONARIA INDUSTRIAL LAMUÑO HNOS. SA DE CV']","[96, 'Abrasivos Sola Mex, S.A. de C.V.']",2026-06-30,False,0.0,0.0,0.0,"[1, 'USD']",False,True
856,"[287, 'CBMX/2026/06/0011 (FACTU/2026/06/0006)']","[134, '899.01.99 Base Imponible de Impuestos en Base a Flujo de Efectivo']","[96, 'Abrasivos Sola Mex, S.A. de C.V.']",2026-06-30,FACTU/2026/06/0006 - PBNK6/2026/00001,0.0,4310.34,-4310.34,"[1, 'USD']",False,False
857,"[287, 'CBMX/2026/06/0011 (FACTU/2026/06/0006)']","[134, '899.01.99 Base Imponible de Impuestos en Base a Flujo de Efectivo']","[96, 'Abrasivos Sola Mex, S.A. de C.V.']",2026-06-30,FACTU/2026/06/0006 - PBNK6/2026/00001,4310.34,0.0,4310.34,"[1, 'USD']",False,False
858,"[287, 'CBMX/2026/06/0011 (FACTU/2026/06/0006)']","[71, '119.01.01 IVA POR ACREDITAR']","[96, 'Abrasivos Sola Mex, S.A. de C.V.']",2026-06-30,16%,0.0,689.66,-689.66,"[1, 'USD']",False,True
859,"[287, 'CBMX/2026/06/0011 (FACTU/2026/06/0006)']","[67, '118.01.01 IVA ACREDITABLE NACIONAL']","[96, 'Abrasivos Sola Mex, S.A. de C.V.']",2026-06-30,16%,689.66,0.0,689.66,"[1, 'USD']",False,False
860,"[288, 'CAMBI/2026/06/0002']","[71, '119.01.01 IVA POR ACREDITAR']","[96, 'Abrasivos Sola Mex, S.A. de C.V.']",2026-06-30,Diferencia en tasa de cambio de moneda,0.0,11379.39,-11379.39,"[1, 'USD']",False,True
861,"[288, 'CAMBI/2026/06/0002']","[131, '701.01.01 Pérdida cambiaria']","[96, 'Abrasivos Sola Mex, S.A. de C.V.']",2026-06-30,Diferencia en tasa de cambio de moneda,11379.39,0.0,11379.39,"[1, 'USD']",False,False
854,"[286, 'CAMBI/2026/06/0001']","[80, '201.01.01 REFACCIONARIA INDUSTRIAL LAMUÑO HNOS. SA DE CV']","[96, 'Abrasivos Sola Mex, S.A. de C.V.']",2026-06-30,Diferencia en tasa de cambio de moneda,82500.0,0.0,82500.0,"[1, 'USD']",False,True
855,"[286, 'CAMBI/2026/06/0001']","[132, '702.01.01 Utilidad cambiaria']","[96, 'Abrasivos Sola Mex, S.A. de C.V.']",2026-06-30,Diferencia en tasa de cambio de moneda,0.0,82500.0,-82500.0,"[1, 'USD']",False,False
842,"[283, 'BILL1/2026/06/0005']","[4119, '504.01.07 ABRASIVOS Y RESINAS']","[96, 'Abrasivos Sola Mex, S.A. de C.V.']",2026-06-30,ABRASIVOS,1250.0,0.0,1250.0,"[1, 'USD']",False,False
843,"[283, 'BILL1/2026/06/0005']","[71, '119.01.01 IVA POR ACREDITAR']","[96, 'Abrasivos Sola Mex, S.A. de C.V.']",2026-06-30,16%,200.0,0.0,200.0,"[1, 'USD']",False,False
844,"[283, 'BILL1/2026/06/0005']","[80, '201.01.01 REFACCIONARIA INDUSTRIAL LAMUÑO HNOS. SA DE CV']","[96, 'Abrasivos Sola Mex, S.A. de C.V.']",2026-06-30,False,0.0,1450.0,-1450.0,"[1, 'USD']",False,False
833,"[272, 'Borrador de factura']","[112, '401.01.01 VENTAS TRANSFORMACION']","[1099, 'MARMOLES PUENTE S DE RL DE CV']",2026-06-26,Block Caramel (LAMINA),0.0,100000.0,-100000.0,"[33, 'MXN']",False,False
834,"[272, 'Borrador de factura']",False,"[1099, 'MARMOLES PUENTE S DE RL DE CV']",2026-06-26,Anticipos,0.0,0.0,0.0,"[33, 'MXN']",False,False
835,"[272, 'Borrador de factura']","[112, '401.01.01 VENTAS TRANSFORMACION']","[1099, 'MARMOLES PUENTE S DE RL DE CV']",2026-06-26,Anticipo (ref: INV/2026/00031 el 02/06/2026),50000.0,0.0,50000.0,"[33, 'MXN']",False,False
836,"[272, 'Borrador de factura']","[89, '209.01.01 IVA POR COBRAR']","[1099, 'MARMOLES PUENTE S DE RL DE CV']",2026-06-26,16%,0.0,8000.0,-8000.0,"[33, 'MXN']",False,False
837,"[272, 'Borrador de factura']","[51, '105.01.01 XDIFICA, SA DE CV']","[1099, 'MARMOLES PUENTE S DE RL DE CV']",2026-06-26,False,58000.0,0.0,58000.0,"[33, 'MXN']",False,False
828,"[271, 'Borrador de factura (S00045)']","[112, '401.01.01 VENTAS TRANSFORMACION']","[1099, 'MARMOLES PUENTE S DE RL DE CV']",2026-06-25,Block Caramel (LAMINA),0.0,1000.0,-1000.0,"[33, 'MXN']",False,False
829,"[271, 'Borrador de factura (S00045)']",False,"[1099, 'MARMOLES PUENTE S DE RL DE CV']",2026-06-25,Anticipos,0.0,0.0,0.0,"[33, 'MXN']",False,False
830,"[271, 'Borrador de factura (S00045)']","[112, '401.01.01 VENTAS TRANSFORMACION']","[1099, 'MARMOLES PUENTE S DE RL DE CV']",2026-06-25,Anticipo (ref: INV/2026/00037 el 25/06/2026),500.0,0.0,500.0,"[33, 'MXN']",False,False
831,"[271, 'Borrador de factura (S00045)']","[89, '209.01.01 IVA POR COBRAR']","[1099, 'MARMOLES PUENTE S DE RL DE CV']",2026-06-25,16%,0.0,80.0,-80.0,"[33, 'MXN']",False,False
832,"[271, 'Borrador de factura (S00045)']","[3731, '105.01.24 MARMOLES PUENTE, SA DE CV']","[1099, 'MARMOLES PUENTE S DE RL DE CV']",2026-06-25,False,580.0,0.0,580.0,"[33, 'MXN']",False,False
822,"[269, 'PBNK1/2026/00032 (INV/2026/00037)']","[135, '102.01.01 BBVA CTA.7934 MX']","[1099, 'MARMOLES PUENTE S DE RL DE CV']",2026-06-25,Manual Payment: INV/2026/00037,580.0,0.0,580.0,"[33, 'MXN']",False,False
823,"[269, 'PBNK1/2026/00032 (INV/2026/00037)']","[3731, '105.01.24 MARMOLES PUENTE, SA DE CV']","[1099, 'MARMOLES PUENTE S DE RL DE CV']",2026-06-25,Manual Payment: INV/2026/00037,0.0,580.0,-580.0,"[33, 'MXN']",False,True
819,"[268, 'INV/2026/00037 (S00045)']","[112, '401.01.01 VENTAS TRANSFORMACION']","[1099, 'MARMOLES PUENTE S DE RL DE CV']",2026-06-25,Anticipo de 50.00%,0.0,500.0,-500.0,"[33, 'MXN']",False,False
820,"[268, 'INV/2026/00037 (S00045)']","[89, '209.01.01 IVA POR COBRAR']","[1099, 'MARMOLES PUENTE S DE RL DE CV']",2026-06-25,16%,0.0,80.0,-80.0,"[33, 'MXN']",False,True
821,"[268, 'INV/2026/00037 (S00045)']","[3731, '105.01.24 MARMOLES PUENTE, SA DE CV']","[1099, 'MARMOLES PUENTE S DE RL DE CV']",2026-06-25,S00045 - INV/2026/00037,580.0,0.0,580.0,"[33, 'MXN']",False,True
824,"[270, 'CBMX/2026/06/0010 (INV/2026/00037)']","[134, '899.01.99 Base Imponible de Impuestos en Base a Flujo de Efectivo']","[1099, 'MARMOLES PUENTE S DE RL DE CV']",2026-06-25,INV/2026/00037 - PBNK1/2026/00032,500.0,0.0,500.0,"[33, 'MXN']",False,False
825,"[270, 'CBMX/2026/06/0010 (INV/2026/00037)']","[134, '899.01.99 Base Imponible de Impuestos en Base a Flujo de Efectivo']","[1099, 'MARMOLES PUENTE S DE RL DE CV']",2026-06-25,INV/2026/00037 - PBNK1/2026/00032,0.0,500.0,-500.0,"[33, 'MXN']",False,False
826,"[270, 'CBMX/2026/06/0010 (INV/2026/00037)']","[89, '209.01.01 IVA POR COBRAR']","[1099, 'MARMOLES PUENTE S DE RL DE CV']",2026-06-25,16%,80.0,0.0,80.0,"[33, 'MXN']",False,True
827,"[270, 'CBMX/2026/06/0010 (INV/2026/00037)']","[87, '208.01.01 IVA COBRADO']","[1099, 'MARMOLES PUENTE S DE RL DE CV']",2026-06-25,16%,0.0,80.0,-80.0,"[33, 'MXN']",False,False
816,"[267, 'PBNK1/2026/00031 ([1 AMB] Ambiental TMM1)']","[4132, '504.01.19 ANALISIS DE AGUA Y AUDITORIA AMBIENTAL']","[1546, 'ALBERTO MUÑIZ (TMM), ALBERTO MUÑIZ']",2026-06-23,Carrasco  Morales Jesus Enrique: [1 AMB] Ambiental TMM1,129310.34,0.0,129310.34,"[33, 'MXN']","{'2': 50.0, '96': 50.0}",False
817,"[267, 'PBNK1/2026/00031 ([1 AMB] Ambiental TMM1)']","[67, '118.01.01 IVA ACREDITABLE NACIONAL']","[1546, 'ALBERTO MUÑIZ (TMM), ALBERTO MUÑIZ']",2026-06-23,16%,20689.66,0.0,20689.66,"[33, 'MXN']",False,False
818,"[267, 'PBNK1/2026/00031 ([1 AMB] Ambiental TMM1)']","[135, '102.01.01 BBVA CTA.7934 MX']","[1546, 'ALBERTO MUÑIZ (TMM), ALBERTO MUÑIZ']",2026-06-23,Carrasco  Morales Jesus Enrique: [1 AMB] Ambiental TMM1,0.0,150000.0,-150000.0,"[33, 'MXN']",False,False
790,"[259, 'Borrador de factura (S00041)']","[112, '401.01.01 VENTAS TRANSFORMACION']","[1099, 'MARMOLES PUENTE S DE RL DE CV']",2026-06-12,Anticipo,0.0,4310.34,-4310.34,"[33, 'MXN']",False,False
791,"[259, 'Borrador de factura (S00041)']","[89, '209.01.01 IVA POR COBRAR']","[1099, 'MARMOLES PUENTE S DE RL DE CV']",2026-06-12,16%,0.0,689.66,-689.66,"[33, 'MXN']",False,False
792,"[259, 'Borrador de factura (S00041)']","[51, '105.01.01 XDIFICA, SA DE CV']","[1099, 'MARMOLES PUENTE S DE RL DE CV']",2026-06-12,False,5000.0,0.0,5000.0,"[33, 'MXN']",False,False
799,"[262, 'PBNK1/2026/00030 (INV/2026/00036)']","[135, '102.01.01 BBVA CTA.7934 MX']","[1099, 'MARMOLES PUENTE S DE RL DE CV']",2026-06-12,Manual Payment: INV/2026/00036,116000.0,0.0,116000.0,"[33, 'MXN']",False,False
800,"[262, 'PBNK1/2026/00030 (INV/2026/00036)']","[51, '105.01.01 XDIFICA, SA DE CV']","[1099, 'MARMOLES PUENTE S DE RL DE CV']",2026-06-12,Manual Payment: INV/2026/00036,0.0,116000.0,-116000.0,"[33, 'MXN']",False,True
784,"[256, 'PBNK1/2026/00029']","[135, '102.01.01 BBVA CTA.7934 MX']","[96, 'Abrasivos Sola Mex, S.A. de C.V.']",2026-06-12,Manual Payment,0.0,240000.0,-240000.0,"[33, 'MXN']",False,False
785,"[256, 'PBNK1/2026/00029']","[80, '201.01.01 REFACCIONARIA INDUSTRIAL LAMUÑO HNOS. SA DE CV']","[96, 'Abrasivos Sola Mex, S.A. de C.V.']",2026-06-12,Manual Payment,240000.0,0.0,240000.0,"[33, 'MXN']",False,False
778,"[254, 'PBNK1/2026/00028 (INV/2026/00035)']","[135, '102.01.01 BBVA CTA.7934 MX']","[1008, 'CENTRAL DE PETREOS, S DE RL']",2026-06-12,Manual Payment: INV/2026/00035,324800.0,0.0,324800.0,"[33, 'MXN']",False,False
779,"[254, 'PBNK1/2026/00028 (INV/2026/00035)']","[3750, '105.01.43 CENTRAL DE PETREOS']","[1008, 'CENTRAL DE PETREOS, S DE RL']",2026-06-12,Manual Payment: INV/2026/00035,0.0,324800.0,-324800.0,"[33, 'MXN']",False,True
764,"[250, 'PBNK1/2026/00027 (INV/2026/00033)']","[135, '102.01.01 BBVA CTA.7934 MX']","[1008, 'CENTRAL DE PETREOS, S DE RL']",2026-06-12,Manual Payment: INV/2026/00033,174000.0,0.0,174000.0,"[33, 'MXN']",False,False
765,"[250, 'PBNK1/2026/00027 (INV/2026/00033)']","[3750, '105.01.43 CENTRAL DE PETREOS']","[1008, 'CENTRAL DE PETREOS, S DE RL']",2026-06-12,Manual Payment: INV/2026/00033,0.0,174000.0,-174000.0,"[33, 'MXN']",False,True
795,"[261, 'Borrador de factura INV/2026/00036']","[84, '206.01.01 MARMOLES ARCA, SAPI DE CV']","[1099, 'MARMOLES PUENTE S DE RL DE CV']",2026-06-12,[ANT-01] Anticipo,0.0,100000.0,-100000.0,"[33, 'MXN']",False,False
796,"[261, 'Borrador de factura INV/2026/00036']","[51, '105.01.01 XDIFICA, SA DE CV']","[1099, 'MARMOLES PUENTE S DE RL DE CV']",2026-06-12,INV/2026/00036,116000.0,0.0,116000.0,"[33, 'MXN']",False,True
798,"[261, 'Borrador de factura INV/2026/00036']","[89, '209.01.01 IVA POR COBRAR']","[1099, 'MARMOLES PUENTE S DE RL DE CV']",2026-06-12,16%,0.0,16000.0,-16000.0,"[33, 'MXN']",False,True
775,"[253, 'INV/2026/00035 (S00040)']","[9481, '2003.01.104 CENTRAL DE PETREOS SA DE CV']","[1008, 'CENTRAL DE PETREOS, S DE RL']",2026-06-12,Anticipo de 50.00%,0.0,280000.0,-280000.0,"[33, 'MXN']",False,False
776,"[253, 'INV/2026/00035 (S00040)']","[89, '209.01.01 IVA POR COBRAR']","[1008, 'CENTRAL DE PETREOS, S DE RL']",2026-06-12,16%,0.0,44800.0,-44800.0,"[33, 'MXN']",False,True
777,"[253, 'INV/2026/00035 (S00040)']","[3750, '105.01.43 CENTRAL DE PETREOS']","[1008, 'CENTRAL DE PETREOS, S DE RL']",2026-06-12,S00040 - INV/2026/00035,324800.0,0.0,324800.0,"[33, 'MXN']",False,True
770,"[252, 'INV/2026/00034 (S00039)']","[112, '401.01.01 VENTAS TRANSFORMACION']","[1008, 'CENTRAL DE PETREOS, S DE RL']",2026-06-12,"Laminas VERACRUZ STD (Con acabado) (CC, BRILLADO, MASILLA)",0.0,300000.0,-300000.0,"[33, 'MXN']",False,False
771,"[252, 'INV/2026/00034 (S00039)']",False,"[1008, 'CENTRAL DE PETREOS, S DE RL']",2026-06-12,Anticipos,0.0,0.0,0.0,"[33, 'MXN']",False,False
772,"[252, 'INV/2026/00034 (S00039)']","[112, '401.01.01 VENTAS TRANSFORMACION']","[1008, 'CENTRAL DE PETREOS, S DE RL']",2026-06-12,Anticipo (ref: INV/2026/00033 el 12/06/2026),100000.0,0.0,100000.0,"[33, 'MXN']",False,False
773,"[252, 'INV/2026/00034 (S00039)']","[89, '209.01.01 IVA POR COBRAR']","[1008, 'CENTRAL DE PETREOS, S DE RL']",2026-06-12,16%,0.0,32000.0,-32000.0,"[33, 'MXN']",False,False
774,"[252, 'INV/2026/00034 (S00039)']","[3750, '105.01.43 CENTRAL DE PETREOS']","[1008, 'CENTRAL DE PETREOS, S DE RL']",2026-06-12,S00039 - INV/2026/00034,232000.0,0.0,232000.0,"[33, 'MXN']",False,False
761,"[249, 'INV/2026/00033 (S00039)']","[112, '401.01.01 VENTAS TRANSFORMACION']","[1008, 'CENTRAL DE PETREOS, S DE RL']",2026-06-12,Anticipo de 50.00%,0.0,150000.0,-150000.0,"[33, 'MXN']",False,False
762,"[249, 'INV/2026/00033 (S00039)']","[89, '209.01.01 IVA POR COBRAR']","[1008, 'CENTRAL DE PETREOS, S DE RL']",2026-06-12,16%,0.0,24000.0,-24000.0,"[33, 'MXN']",False,True
763,"[249, 'INV/2026/00033 (S00039)']","[3750, '105.01.43 CENTRAL DE PETREOS']","[1008, 'CENTRAL DE PETREOS, S DE RL']",2026-06-12,S00039 - INV/2026/00033,174000.0,0.0,174000.0,"[33, 'MXN']",False,True
